name,total_points,position_DEF,GW,team,opponent_team,position_FWD,position_GK,position_MID,game_avg_7,initval,was_home_False,was_home_True,pos_id,initval,rank,diff_from_avg,opp_defense_rank,opp_attack_rank,team_cluster_rank,opp_cluster_rank,was_home
Joel Ward,1,1,34,6,12,0,0,0,1.7142857142857142,45.0,0,1,1,45.0,2.0,-0.7142857142857142,0,3,3,3,True
Jonjo Shelvey,2,0,34,14,1,0,0,1,1.4285714285714286,55.0,0,1,0,55.0,2.0,0.5714285714285714,0,1,1,1,True
Mario Lemina,2,0,34,8,5,0,0,1,1.2857142857142858,45.0,1,0,0,45.0,2.0,0.7142857142857142,0,2,2,2,False
Oliver Norwood,2,0,34,15,17,0,0,1,1.7142857142857142,50.0,1,0,0,50.0,2.0,0.2857142857142858,0,2,2,2,False
Oriol Romeu Vidal,0,0,34,16,9,0,0,1,1.0,45.0,0,1,0,45.0,2.0,-1.0,2,2,2,2,True
Daniel Castelo Podence,1,0,34,20,18,0,0,1,2.7142857142857144,55.0,1,0,0,55.0,3.0,-1.7142857142857144,3,0,0,0,False
Marc Albrighton,1,0,34,10,16,0,0,1,2.7142857142857144,55.0,1,0,0,55.0,3.0,-1.7142857142857144,3,1,1,1,False
Stuart Armstrong,5,0,34,16,9,0,0,1,2.7142857142857144,55.0,0,1,0,55.0,3.0,2.2857142857142856,2,2,2,2,True
Bobby Decordova-Reid,2,0,34,8,5,1,0,0,1.7142857142857142,55.0,1,0,2,55.0,2.0,0.2857142857142858,0,2,2,2,False
Andros Townsend,2,0,34,6,12,0,0,1,2.7142857142857144,60.0,0,1,0,60.0,3.0,-0.7142857142857144,0,3,3,3,True
Héctor Bellerín,8,1,34,1,14,0,0,0,3.142857142857143,50.0,1,0,1,50.0,3.0,4.857142857142858,2,1,1,1,False
Leander Dendoncker,2,0,34,20,18,0,0,1,2.7142857142857144,50.0,1,0,0,50.0,3.0,-0.7142857142857144,3,0,0,0,False
James Rodríguez,0,0,34,7,2,0,0,1,2.2857142857142856,75.0,0,1,0,75.0,3.0,-2.2857142857142856,1,1,1,1,True
Çaglar Söyüncü,2,1,34,10,16,0,0,0,0.7142857142857143,55.0,1,0,1,55.0,1.0,1.2857142857142856,3,1,1,1,False
Ben White,6,1,34,3,10,0,0,0,2.5714285714285716,45.0,0,1,1,45.0,3.0,3.4285714285714284,2,2,2,2,True
Gylfi Sigurdsson,2,0,34,7,2,0,0,1,2.2857142857142856,70.0,0,1,0,70.0,3.0,-0.2857142857142856,1,1,1,1,True
Leandro Trossard,3,0,34,3,10,0,0,1,2.0,60.0,0,1,0,60.0,2.0,1.0,2,2,2,2,True
Willian Borges Da Silva,3,0,34,1,14,0,0,1,1.2857142857142858,80.0,1,0,0,80.0,2.0,1.7142857142857142,2,1,1,1,False
Patrick van Aanholt,0,1,34,6,12,0,0,0,1.4285714285714286,55.0,0,1,1,55.0,2.0,-1.4285714285714286,0,3,3,3,True
Karl Darlow,0,0,34,14,1,0,1,0,1.4285714285714286,50.0,0,1,3,50.0,2.0,-1.4285714285714286,0,1,1,1,True
Alphonse Areola,2,0,34,8,5,0,1,0,2.2857142857142856,45.0,1,0,3,45.0,3.0,-0.2857142857142856,0,2,2,2,False
David McGoldrick,2,0,34,15,17,1,0,0,2.2857142857142856,55.0,1,0,2,55.0,3.0,-0.2857142857142856,0,2,2,2,False
Chris Basham,0,1,34,15,17,0,0,0,0.7142857142857143,50.0,1,0,1,50.0,1.0,-0.7142857142857143,0,2,2,2,False
Wilfred Ndidi,2,0,34,10,16,0,0,1,2.142857142857143,50.0,1,0,0,50.0,2.0,-0.1428571428571428,3,1,1,1,False
Enda Stevens,0,1,34,15,17,0,0,0,0.7142857142857143,55.0,1,0,1,55.0,1.0,-0.7142857142857143,0,2,2,2,False
Antonee Robinson,1,1,34,8,5,0,0,0,1.2857142857142858,45.0,1,0,1,45.0,2.0,-0.2857142857142858,0,2,2,2,False
Jeff Hendrick,0,0,34,14,1,0,0,1,0.7142857142857143,50.0,0,1,0,50.0,1.0,-0.7142857142857143,0,1,1,1,True
Ayoze Pérez,1,0,34,10,16,0,0,1,1.4285714285714286,65.0,1,0,0,65.0,2.0,-0.4285714285714286,3,1,1,1,False
Alex McCarthy,5,0,34,16,9,0,1,0,2.142857142857143,45.0,0,1,3,45.0,2.0,2.857142857142857,2,2,2,2,True
Michael Keane,0,1,34,7,2,0,0,0,2.142857142857143,50.0,0,1,1,50.0,2.0,-2.142857142857143,1,1,1,1,True
Danny Ings,0,0,34,16,9,1,0,0,2.0,85.0,0,1,2,85.0,2.0,-2.0,2,2,2,2,True
Ivan Ricardo Neves Abreu Cavaleiro,2,0,34,8,5,0,0,1,2.142857142857143,55.0,1,0,0,55.0,2.0,-0.1428571428571428,0,2,2,2,False
Kalvin Phillips,0,0,34,9,3,0,0,1,2.142857142857143,50.0,1,0,0,50.0,2.0,-2.142857142857143,1,1,1,1,False
Harrison Reed,0,0,34,8,5,0,0,1,1.4285714285714286,45.0,1,0,0,45.0,2.0,-1.4285714285714286,0,2,2,2,False
Patrick Bamford,1,0,34,9,3,1,0,0,4.0,55.0,1,0,2,55.0,3.0,-3.0,1,1,1,1,False
Ainsley Maitland-Niles,1,1,34,18,20,0,0,0,2.142857142857143,50.0,0,1,1,50.0,2.0,-1.1428571428571428,2,0,0,0,True
Mason Holgate,1,1,34,7,2,0,0,0,1.2857142857142858,50.0,0,1,1,50.0,2.0,-0.2857142857142858,1,1,1,1,True
Ruben Loftus-Cheek,0,0,34,8,5,0,0,1,2.142857142857143,60.0,1,0,0,60.0,2.0,-2.142857142857143,0,2,2,2,False
Matt Phillips,1,0,34,18,20,0,0,1,0.7142857142857143,55.0,0,1,0,55.0,1.0,0.2857142857142857,2,0,0,0,True
Solomon March,0,0,34,3,10,0,0,1,1.4285714285714286,50.0,0,1,0,50.0,2.0,-1.4285714285714286,2,2,2,2,True
Callum Robinson,1,0,34,18,20,1,0,0,2.142857142857143,55.0,0,1,2,55.0,2.0,-1.1428571428571428,2,0,0,0,True
João Filipe Iria Santos Moutinho,0,0,34,20,18,0,0,1,1.4285714285714286,55.0,1,0,0,55.0,2.0,-1.4285714285714286,3,0,0,0,False
Dominic Calvert-Lewin,8,0,34,7,2,1,0,0,4.142857142857143,70.0,0,1,2,70.0,3.0,3.8571428571428568,1,1,1,1,True
Yves Bissouma,3,0,34,3,10,0,0,1,2.0,45.0,0,1,0,45.0,2.0,1.0,2,2,2,2,True
Conor Townsend,5,1,34,18,20,0,0,0,3.7142857142857144,45.0,0,1,1,45.0,3.0,1.2857142857142856,2,0,0,0,True
Pascal Groß,8,0,34,3,10,0,0,1,3.0,60.0,0,1,0,60.0,3.0,5.0,2,2,2,2,True
Jonny Evans,10,1,34,10,16,0,0,0,3.7142857142857144,55.0,1,0,1,55.0,3.0,6.285714285714286,3,1,1,1,False
Neal Maupay,2,0,34,3,10,1,0,0,3.7142857142857144,65.0,0,1,2,65.0,3.0,-1.7142857142857144,2,2,2,2,True
Ross Barkley,2,0,34,2,7,0,0,1,1.4285714285714286,60.0,1,0,0,60.0,2.0,0.5714285714285714,1,1,1,1,False
Vicente Guaita,1,0,34,6,12,0,1,0,2.0,50.0,0,1,3,50.0,2.0,-1.0,0,3,3,3,True
Kelechi Iheanacho,5,0,34,10,16,1,0,0,3.7142857142857144,60.0,1,0,2,60.0,3.0,1.2857142857142856,3,1,1,1,False
Yerry Mina,0,1,34,7,2,0,0,0,0.7142857142857143,55.0,0,1,1,55.0,1.0,-0.7142857142857143,1,1,1,1,True
Cheikhou Kouyaté,1,0,34,6,12,0,0,1,2.0,50.0,0,1,0,50.0,2.0,-1.0,0,3,3,3,True
Andrew Robertson,6,1,35,11,16,0,0,0,5.142857142857143,70.0,0,1,1,70.0,3.0,0.8571428571428568,3,1,1,1,True
Kalvin Phillips,1,0,35,9,17,0,0,1,2.0,50.0,0,1,0,50.0,2.0,-1.0,0,2,2,2,True
Emile Smith Rowe,11,0,35,1,5,0,0,1,2.4285714285714284,45.0,1,0,0,45.0,3.0,8.571428571428571,0,2,2,2,False
Gylfi Sigurdsson,2,0,35,7,2,0,0,1,2.142857142857143,70.0,1,0,0,70.0,2.0,-0.1428571428571428,1,1,1,1,False
Jacob Murphy,2,0,35,14,9,0,0,1,2.0,50.0,1,0,0,50.0,2.0,0.0,2,2,2,2,False
Jeff Hendrick,1,0,35,14,9,0,0,1,0.2857142857142857,50.0,1,0,0,50.0,1.0,0.7142857142857143,2,2,2,2,False
Mateo Kovacic,0,0,35,5,12,0,0,1,1.7142857142857142,55.0,1,0,0,55.0,2.0,-1.7142857142857142,0,3,3,3,False
Rodrigo Moreno,7,0,35,9,17,1,0,0,2.0,60.0,0,1,2,60.0,2.0,5.0,0,2,2,2,True
Sadio Mané,1,0,35,11,13,0,0,1,4.714285714285714,120.0,1,0,0,120.0,3.0,-3.7142857142857144,0,3,3,3,False
Leander Dendoncker,1,0,35,20,3,0,0,1,2.142857142857143,50.0,0,1,0,50.0,2.0,-1.1428571428571428,1,1,1,1,True
Wilfred Ndidi,2,0,35,10,14,0,0,1,1.2857142857142858,50.0,0,1,0,50.0,2.0,0.7142857142857142,2,1,1,1,True
Ben Davies,0,1,35,11,13,0,0,0,1.7142857142857142,50.0,1,0,1,50.0,2.0,-1.7142857142857142,0,3,3,3,False
Gabriel Magalhães,7,1,35,1,5,0,0,0,1.2857142857142858,50.0,1,0,1,50.0,2.0,5.714285714285714,0,2,2,2,False
Matt Phillips,2,0,35,18,1,0,0,1,2.2857142857142856,55.0,1,0,0,55.0,3.0,-0.2857142857142856,0,1,1,1,False
Héctor Bellerín,0,1,35,1,18,0,0,0,2.7142857142857144,50.0,0,1,1,50.0,3.0,-2.7142857142857144,3,0,0,0,True
Timo Werner,5,0,35,5,12,1,0,0,2.7142857142857144,95.0,1,0,2,95.0,3.0,2.2857142857142856,0,3,3,3,False
N'Golo Kanté,2,0,35,5,12,0,0,1,2.7142857142857144,50.0,1,0,0,50.0,3.0,-0.7142857142857144,0,3,3,3,False
Matt Ritchie,8,0,35,14,9,0,0,1,1.7142857142857142,50.0,1,0,0,50.0,2.0,6.285714285714286,2,2,2,2,False
Marcos Alonso,8,1,35,5,12,0,0,0,2.142857142857143,60.0,1,0,1,60.0,2.0,5.857142857142858,0,3,3,3,False
Pascal Groß,6,0,35,3,20,0,0,1,2.7142857142857144,60.0,1,0,0,60.0,3.0,3.2857142857142856,2,0,0,0,False
Seamus Coleman,6,1,35,7,19,0,0,0,2.2857142857142856,50.0,1,0,1,50.0,3.0,3.7142857142857144,1,2,2,2,False
Kasper Schmeichel,2,0,35,10,13,0,1,0,2.7142857142857144,55.0,1,0,3,55.0,3.0,-0.7142857142857144,0,3,3,3,False
Harvey Barnes,0,0,35,10,13,0,0,1,4.714285714285714,70.0,1,0,0,70.0,3.0,-4.714285714285714,0,3,3,3,False
Nathan Redmond,5,0,35,16,6,0,0,1,1.7142857142857142,65.0,0,1,0,65.0,2.0,3.2857142857142856,3,1,1,1,True
Jorge Luiz Frello Filho,2,0,35,5,1,0,0,1,2.7142857142857144,50.0,0,1,0,50.0,3.0,-0.7142857142857144,0,1,1,1,True
Theo Walcott,0,0,35,16,6,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,-1.7142857142857142,3,1,1,1,True
Benjamin Chilwell,2,1,35,5,1,0,0,0,2.7142857142857144,55.0,0,1,1,55.0,3.0,-0.7142857142857144,0,1,1,1,True
Alex McCarthy,0,0,35,16,6,0,1,0,2.7142857142857144,45.0,0,1,3,45.0,3.0,-2.7142857142857144,3,1,1,1,True
Danny Ings,13,0,35,16,6,1,0,0,4.714285714285714,85.0,0,1,2,85.0,3.0,8.285714285714285,3,1,1,1,True
Andreas Christensen,0,1,35,5,1,0,0,0,1.2857142857142858,50.0,0,1,1,50.0,2.0,-1.2857142857142858,0,1,1,1,True
Willian Borges Da Silva,0,0,35,1,5,0,0,1,1.0,80.0,1,0,0,80.0,2.0,-1.0,0,2,2,2,False
Thiago Thiago,0,1,35,5,12,0,0,0,1.2857142857142858,55.0,1,0,1,55.0,2.0,-1.2857142857142858,0,3,3,3,False
Ross Barkley,2,0,35,2,13,0,0,1,2.0,60.0,0,1,0,60.0,2.0,0.0,0,3,3,3,True
Rob Holding,2,1,35,1,18,0,0,0,2.857142857142857,45.0,0,1,1,45.0,3.0,-0.8571428571428572,3,0,0,0,True
Rúben Diogo da Silva Neves,2,0,35,20,3,0,0,1,2.0,55.0,0,1,0,55.0,2.0,0.0,1,1,1,1,True
Pablo Fornals,2,0,35,19,7,0,0,1,2.0,65.0,0,1,0,65.0,2.0,0.0,1,1,1,1,True
Tanguy Ndombele,1,0,35,17,10,0,0,1,1.7142857142857142,60.0,1,0,0,60.0,2.0,-0.7142857142857142,2,2,2,2,False
Marcos Alonso,0,1,35,5,1,0,0,0,1.2857142857142858,60.0,0,1,1,60.0,2.0,-1.2857142857142858,0,1,1,1,True
Trent Alexander-Arnold,9,1,35,11,13,0,0,0,6.0,75.0,1,0,1,75.0,3.0,3.0,0,3,3,3,False
Georginio Wijnaldum,3,0,35,11,16,0,0,1,2.0,55.0,0,1,0,55.0,2.0,1.0,3,1,1,1,True
Toby Alderweireld,1,1,35,17,10,0,0,0,0.42857142857142855,55.0,1,0,1,55.0,1.0,0.5714285714285714,2,2,2,2,False
Abdoulaye Doucouré,3,0,35,7,2,0,0,1,1.7142857142857142,55.0,1,0,0,55.0,2.0,1.2857142857142858,1,1,1,1,False
Ross Barkley,3,0,35,2,7,0,0,1,1.7142857142857142,60.0,0,1,0,60.0,2.0,1.2857142857142858,1,1,1,1,True
Antonio Rüdiger,2,1,35,5,12,0,0,0,3.0,50.0,1,0,1,50.0,3.0,-1.0,0,3,3,3,False
Conor Townsend,6,1,35,18,1,0,0,0,2.2857142857142856,45.0,1,0,1,45.0,3.0,3.7142857142857144,0,1,1,1,False
Jarrod Bowen,1,0,35,19,7,0,0,1,3.0,65.0,0,1,0,65.0,3.0,-2.0,1,1,1,1,True
Leandro Trossard,1,0,35,3,20,0,0,1,3.0,60.0,1,0,0,60.0,3.0,-2.0,2,0,0,0,False
Roberto Firmino,13,0,35,11,13,1,0,0,5.285714285714286,95.0,1,0,2,95.0,3.0,7.714285714285714,0,3,3,3,False
Enda Stevens,1,1,35,15,6,0,0,0,1.4285714285714286,55.0,0,1,1,55.0,2.0,-0.4285714285714286,3,1,1,1,True
James Maddison,2,0,35,10,14,0,0,1,4.714285714285714,70.0,0,1,0,70.0,3.0,-2.7142857142857144,2,1,1,1,True
Jordan Henderson,0,0,35,11,16,0,0,1,2.2857142857142856,55.0,0,1,0,55.0,3.0,-2.2857142857142856,3,1,1,1,True
Jonny Evans,0,1,35,10,13,0,0,0,1.0,55.0,1,0,1,55.0,2.0,-1.0,0,3,3,3,False
Max Kilman,1,1,35,20,3,0,0,0,1.7142857142857142,40.0,0,1,1,40.0,2.0,-0.7142857142857142,1,1,1,1,True
Reece James,2,1,35,5,1,0,0,0,2.2857142857142856,50.0,0,1,1,50.0,3.0,-0.2857142857142856,0,1,1,1,True
Cheikhou Kouyaté,1,0,35,6,16,0,0,1,2.857142857142857,50.0,1,0,0,50.0,3.0,-1.8571428571428572,3,1,1,1,False
Christian Benteke,7,0,35,6,16,1,0,0,2.857142857142857,55.0,1,0,2,55.0,3.0,4.142857142857142,3,1,1,1,False
Theo Walcott,2,0,35,16,11,0,0,1,1.7142857142857142,60.0,1,0,0,60.0,2.0,0.2857142857142858,0,2,2,2,False
N'Golo Kanté,0,0,35,5,1,0,0,1,1.0,50.0,0,1,0,50.0,2.0,-1.0,0,1,1,1,True
Wilfred Ndidi,2,0,35,10,13,0,0,1,2.0,50.0,1,0,0,50.0,2.0,0.0,0,3,3,3,False
John Egan,1,1,35,15,6,0,0,0,2.0,50.0,0,1,1,50.0,2.0,-1.0,3,1,1,1,True
Oriol Romeu Vidal,0,0,35,16,6,0,0,1,2.142857142857143,45.0,0,1,0,45.0,2.0,-2.142857142857143,3,1,1,1,True
Alexandre Lacazette,1,0,35,1,5,1,0,0,2.2857142857142856,85.0,1,0,2,85.0,3.0,-1.2857142857142856,0,2,2,2,False
James Ward-Prowse,2,0,35,16,6,0,0,1,2.142857142857143,60.0,0,1,0,60.0,2.0,-0.1428571428571428,3,1,1,1,True
Ezgjan Alioski,5,1,35,9,17,0,0,0,2.142857142857143,45.0,0,1,1,45.0,2.0,2.857142857142857,0,2,2,2,True
Granit Xhaka,0,0,35,1,18,0,0,1,1.2857142857142858,55.0,0,1,0,55.0,2.0,-1.2857142857142858,3,0,0,0,True
Willy Boly,0,1,35,20,3,0,0,0,1.7142857142857142,55.0,0,1,1,55.0,2.0,-1.7142857142857142,1,1,1,1,True
Pierre-Emerick Aubameyang,6,0,35,1,5,0,0,1,2.7142857142857144,120.0,1,0,0,120.0,3.0,3.2857142857142856,0,2,2,2,False
Che Adams,2,0,35,16,11,1,0,0,1.1428571428571428,60.0,1,0,2,60.0,2.0,0.8571428571428572,0,2,2,2,False
Adam Webster,1,1,35,3,20,0,0,0,2.4285714285714284,45.0,1,0,1,45.0,3.0,-1.4285714285714284,2,0,0,0,False
Harvey Barnes,0,0,35,10,14,0,0,1,1.8571428571428572,70.0,0,1,0,70.0,2.0,-1.8571428571428572,2,1,1,1,True
Ainsley Maitland-Niles,0,1,35,18,1,0,0,0,2.5714285714285716,50.0,1,0,1,50.0,3.0,-2.5714285714285716,0,1,1,1,False
Diogo Jota,7,0,35,11,13,0,0,1,2.5714285714285716,65.0,1,0,0,65.0,3.0,4.428571428571429,0,3,3,3,False
Thiago Thiago,2,1,35,5,1,0,0,0,0.42857142857142855,55.0,0,1,1,55.0,1.0,1.5714285714285714,0,1,1,1,True
Hakim Ziyech,9,0,35,5,12,0,0,1,2.5714285714285716,80.0,1,0,0,80.0,3.0,6.428571428571429,0,3,3,3,False
Andreas Christensen,1,1,35,5,12,0,0,0,2.2857142857142856,50.0,1,0,1,50.0,3.0,-1.2857142857142856,0,3,3,3,False
César Azpilicueta,2,1,35,5,1,0,0,0,2.0,60.0,0,1,1,60.0,2.0,0.0,0,1,1,1,True
Wilfried Zaha,1,0,35,6,16,0,0,1,1.8571428571428572,70.0,1,0,0,70.0,2.0,-0.8571428571428572,3,1,1,1,False
Karl Darlow,0,0,35,14,9,0,1,0,1.1428571428571428,50.0,1,0,3,50.0,2.0,-1.1428571428571428,2,2,2,2,False
Allan Saint-Maximin,2,0,35,14,9,0,0,1,1.1428571428571428,55.0,1,0,0,55.0,2.0,0.8571428571428572,2,2,2,2,False
Pierre-Emerick Aubameyang,0,0,35,1,18,0,0,1,2.4285714285714284,120.0,0,1,0,120.0,3.0,-2.4285714285714284,3,0,0,0,True
Joelinton Cássio Apolinário de Lira,1,0,35,14,9,1,0,0,1.2857142857142858,60.0,1,0,2,60.0,2.0,-0.2857142857142858,2,2,2,2,False
Granit Xhaka,0,0,35,1,5,0,0,1,1.1428571428571428,55.0,1,0,0,55.0,2.0,-1.1428571428571428,0,2,2,2,False
Joseph Willock,8,0,35,14,9,0,0,1,1.8571428571428572,50.0,1,0,0,50.0,2.0,6.142857142857142,2,2,2,2,False
Willian Borges Da Silva,10,0,35,1,18,0,0,1,5.0,80.0,0,1,0,80.0,3.0,5.0,3,0,0,0,True
Gary Cahill,0,1,35,6,16,0,0,0,1.8571428571428572,45.0,1,0,1,45.0,2.0,-1.8571428571428572,3,1,1,1,False
Callum Hudson-Odoi,1,0,35,5,1,0,0,1,1.0,60.0,0,1,0,60.0,2.0,0.0,0,1,1,1,True
Callum Robinson,2,0,35,18,1,1,0,0,2.2857142857142856,55.0,1,0,2,55.0,3.0,-0.2857142857142856,0,1,1,1,False
Joël Veltman,0,1,35,3,20,0,0,0,2.4285714285714284,45.0,1,0,1,45.0,3.0,-2.4285714285714284,2,0,0,0,False
João Filipe Iria Santos Moutinho,2,0,35,20,3,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,0.8571428571428572,1,1,1,1,True
Mateo Kovacic,0,0,35,5,1,0,0,1,1.1428571428571428,55.0,0,1,0,55.0,2.0,-1.1428571428571428,0,1,1,1,True
Hugo Lloris,2,0,35,17,10,0,1,0,2.4285714285714284,55.0,1,0,3,55.0,3.0,-0.4285714285714284,2,2,2,2,False
Christian Pulisic,2,0,35,5,12,0,0,1,1.1428571428571428,85.0,1,0,0,85.0,2.0,0.8571428571428572,0,3,3,3,False
Marc Albrighton,7,0,35,10,13,0,0,1,2.5714285714285716,55.0,1,0,0,55.0,3.0,4.428571428571429,0,3,3,3,False
Lucas Rodrigues Moura da Silva,0,0,35,17,10,0,0,1,1.8571428571428572,70.0,1,0,0,70.0,2.0,-1.8571428571428572,2,2,2,2,False
Conor Coady,1,1,35,20,3,0,0,0,2.4285714285714284,50.0,0,1,1,50.0,3.0,-1.4285714285714284,1,1,1,1,True
Angelo Ogbonna,0,1,35,19,7,0,0,0,1.8571428571428572,50.0,0,1,1,50.0,2.0,-1.8571428571428572,1,1,1,1,True
Kieran Tierney,6,1,35,1,5,0,0,0,1.8571428571428572,55.0,1,0,1,55.0,2.0,4.142857142857142,0,2,2,2,False
Mateusz Klich,2,0,35,9,17,0,0,1,2.5714285714285716,55.0,0,1,0,55.0,3.0,-0.5714285714285716,0,2,2,2,True
Tomas Soucek,1,0,35,19,7,0,0,1,5.0,50.0,0,1,0,50.0,3.0,-4.0,1,1,1,1,True
Kyle Walker-Peters,1,1,35,16,11,0,0,0,2.4285714285714284,45.0,1,0,1,45.0,3.0,-1.4285714285714284,0,2,2,2,False
Kurt Zouma,2,1,35,5,1,0,0,0,1.8571428571428572,50.0,0,1,1,50.0,2.0,0.1428571428571428,0,1,1,1,True
Ayoze Pérez,4,0,35,10,14,0,0,1,1.8571428571428572,65.0,0,1,0,65.0,2.0,2.142857142857143,2,1,1,1,True
John Fleck,2,0,35,15,6,0,0,1,1.8571428571428572,60.0,0,1,0,60.0,2.0,0.1428571428571428,3,1,1,1,True
Ryan Bertrand,0,1,35,16,6,0,0,0,2.2857142857142856,50.0,0,1,1,50.0,3.0,-2.2857142857142856,3,1,1,1,True
Jeffrey Schlupp,1,0,35,6,16,0,0,1,1.1428571428571428,55.0,1,0,0,55.0,2.0,-0.1428571428571428,3,1,1,1,False
Mason Holgate,6,1,35,7,2,0,0,0,1.8571428571428572,50.0,1,0,1,50.0,2.0,4.142857142857142,1,1,1,1,False
Rob Holding,7,1,35,1,5,0,0,0,2.5714285714285716,45.0,1,0,1,45.0,3.0,4.428571428571429,0,2,2,2,False
Lucas Digne,6,1,35,7,19,0,0,0,2.0,60.0,1,0,1,60.0,2.0,4.0,1,2,2,2,False
Sadio Mané,11,0,35,11,16,0,0,1,4.857142857142857,120.0,0,1,0,120.0,3.0,6.142857142857143,3,1,1,1,True
Eberechi Eze,2,0,35,6,16,0,0,1,2.5714285714285716,60.0,1,0,0,60.0,3.0,-0.5714285714285716,3,1,1,1,False
Heung-Min Son,7,0,35,17,10,0,0,1,4.857142857142857,90.0,1,0,0,90.0,3.0,2.1428571428571432,2,2,2,2,False
Tammy Abraham,0,0,35,5,1,1,0,0,1.1428571428571428,75.0,0,1,2,75.0,2.0,-1.1428571428571428,0,1,1,1,True
Jairo Riedewald,2,0,35,6,16,0,0,1,2.5714285714285716,45.0,1,0,0,45.0,3.0,-0.5714285714285716,3,1,1,1,False
Michael Keane,6,1,35,7,2,0,0,0,2.7142857142857144,50.0,1,0,1,50.0,3.0,3.2857142857142856,1,1,1,1,False
Jordan Pickford,6,0,35,7,19,0,1,0,4.714285714285714,50.0,1,0,3,50.0,3.0,1.2857142857142856,1,2,2,2,False
Oriol Romeu Vidal,0,0,35,16,11,0,0,1,0.42857142857142855,45.0,1,0,0,45.0,1.0,-0.42857142857142855,0,2,2,2,False
Fabio Henrique Tavares,3,0,35,11,16,0,0,1,1.7142857142857142,55.0,0,1,0,55.0,2.0,1.2857142857142858,3,1,1,1,True
Luke Ayling,2,1,35,9,17,0,0,0,1.0,45.0,0,1,1,45.0,2.0,1.0,0,2,2,2,True
Seamus Coleman,6,1,35,7,2,0,0,0,2.0,50.0,1,0,1,50.0,2.0,4.0,1,1,1,1,False
Jordan Pickford,6,0,35,7,2,0,1,0,2.7142857142857144,50.0,1,0,3,50.0,3.0,3.2857142857142856,1,1,1,1,False
Jorge Luiz Frello Filho,1,0,35,5,12,0,0,1,2.5714285714285716,50.0,1,0,0,50.0,3.0,-1.5714285714285716,0,3,3,3,False
Youri Tielemans,2,0,35,10,14,0,0,1,2.5714285714285716,65.0,0,1,0,65.0,3.0,-0.5714285714285716,2,1,1,1,True
David McGoldrick,2,0,35,15,6,1,0,0,2.5714285714285716,55.0,0,1,2,55.0,3.0,-0.5714285714285716,3,1,1,1,True
George Baldock,1,1,35,15,6,0,0,0,2.0,55.0,0,1,1,55.0,2.0,-1.0,3,1,1,1,True
Çaglar Söyüncü,11,1,35,10,13,0,0,0,1.8571428571428572,55.0,1,0,1,55.0,2.0,9.142857142857142,0,3,3,3,False
Çaglar Söyüncü,0,1,35,10,14,0,0,0,1.2857142857142858,55.0,0,1,1,55.0,2.0,-1.2857142857142858,2,1,1,1,True
Jannik Vestergaard,1,1,35,16,11,0,0,0,0.42857142857142855,45.0,1,0,1,45.0,1.0,0.5714285714285714,0,2,2,2,False
Abdoulaye Doucouré,0,0,35,7,19,0,0,1,1.0,55.0,1,0,0,55.0,2.0,-1.0,1,2,2,2,False
Kieran Tierney,1,1,35,1,18,0,0,0,1.8571428571428572,55.0,0,1,1,55.0,2.0,-0.8571428571428572,3,0,0,0,True
Kurt Zouma,1,1,35,5,12,0,0,0,2.2857142857142856,50.0,1,0,1,50.0,3.0,-1.2857142857142856,0,3,3,3,False
Stuart Armstrong,2,0,35,16,11,0,0,1,2.0,55.0,1,0,0,55.0,2.0,0.0,0,2,2,2,False
Alex Iwobi,1,0,35,7,2,0,0,1,1.8571428571428572,60.0,1,0,0,60.0,2.0,-0.8571428571428572,1,1,1,1,False
Solomon March,0,0,35,3,20,0,0,1,1.2857142857142858,50.0,1,0,0,50.0,2.0,-1.2857142857142858,2,0,0,0,False
Callum Hudson-Odoi,1,0,35,5,12,0,0,1,1.2857142857142858,60.0,1,0,0,60.0,2.0,-0.2857142857142858,0,3,3,3,False
Kyle Walker-Peters,2,1,35,16,6,0,0,0,2.5714285714285716,45.0,0,1,1,45.0,3.0,-0.5714285714285716,3,1,1,1,True
Oliver Norwood,1,0,35,15,6,0,0,1,1.2857142857142858,50.0,0,1,0,50.0,2.0,-0.2857142857142858,3,1,1,1,True
Jordan Ayew,1,0,35,6,16,1,0,0,2.142857142857143,60.0,1,0,2,60.0,2.0,-1.1428571428571428,3,1,1,1,False
Romain Saïss,0,1,35,20,3,0,0,0,2.5714285714285716,50.0,0,1,1,50.0,3.0,-2.5714285714285716,1,1,1,1,True
Neal Maupay,-1,0,35,3,20,1,0,0,1.2857142857142858,65.0,1,0,2,65.0,2.0,-2.2857142857142856,2,0,0,0,False
Andrew Robertson,1,1,35,11,13,0,0,0,3.142857142857143,70.0,1,0,1,70.0,3.0,-2.142857142857143,0,3,3,3,False
Timothy Castagne,2,1,35,10,13,0,0,0,0.5714285714285714,55.0,1,0,1,55.0,1.0,1.4285714285714286,0,3,3,3,False
Yerry Mina,0,1,35,7,2,0,0,0,0.5714285714285714,55.0,1,0,1,55.0,1.0,-0.5714285714285714,1,1,1,1,False
Timothy Castagne,0,1,35,10,14,0,0,0,1.5714285714285714,55.0,0,1,1,55.0,2.0,-1.5714285714285714,2,1,1,1,True
Ben Osborn,1,0,35,15,6,0,0,1,0.8571428571428571,50.0,0,1,0,50.0,2.0,0.1428571428571429,3,1,1,1,True
